User,Location,Rating
83,"Charlotte, North Carolina",3
83,"New Delhi, India",4
83,"Albuquerque, New Mexico",3
83,"Washington D.C., U.S.",4
84,"Harbour Island, Bahamas",4
84,"Telluride, Colorado",4
84,"Aspen, Colorado",5
84,"New York City, New York",4
84,"New Orleans, Louisiana",4
84,"Cabo San Lucas, Mexico",5
84,"Destin, Florida",3
84,"Belize City, Belize",4
84,"Cayman, Cayman Islands",5
84,"Punta Cana, Domican Republic",5
84,"Turks and Caicos, Turks and Caicos",5
84,"Chicago, Illinois",4
84,"Houston, Texas",4
84,"Cape Town, South Africa",5
84,"Paris, France",5
84,"Nice, France",5
84,"Austin, Texas",5
84,"London, UK",5
84,"Gulf Shores, Alabama",1
84,"Jackson, Mississippi",2
84,"Orlando, Florida",4
84,"Geneva, Switzerland",5
84,"Dublin, Ireland",5
84,"Lexington, Kentucky",3
84,"Seoul, South Korea",3
84,"Vancouver, Canada",4
84,"Toronto, Canada",4
84,"Macau, China",4
84,"Lisbon, Portugal",5
84,"Rome, Italy",5
84,"Berlin, Germany",4
84,"Madrid, Spain",5
84,"Florence, Italy",5
84,"Milwaukee, Wisconsin",3
84,"Omaha, Nebraska",2
84,"Denver, Colorado",4
84,"San Diego, California",5
84,"Barcelona, Spain",4
84,"San Juan, Puerto Rico",3
84,"Athens, Greece",3
84,"St. John, Virgin Islands",5
84,"Miami, Florida",4
84,"Ogunquit, Maine",4
84,"Ocean City, Maryland",3
84,"Los Angeles, California",4
84,"Lake Tahoe, California",4
84,"Tokyo, Japan",4
84,"Copenhagen, Denmark",4
84,"Detroit, Michigan",2
84,"Phoenix, Arizona",2
84,"Boston, Massachusetts",3
84,"Lima, Peru",3
84,"Havana, Cuba",5
84,"San Francisco, California",5
84,"Istanbul, Turkey",4
84,"Rehobeth, Delaware",3
84,"Tulum, Mexico",3
84,"Durham, North Carolina",3
84,"St. Louis, Missouri",3
84,"Charlotte, North Carolina",3
84,"Key West, Florida",4
84,"Saigon, Vietnam",4
84,"Nashville, Tennessee",4
84,"Woodbury, Connecticut",3
84,"El Paso, Texas",1
84,"Seattle, Washington",4
84,"Dubrovnik, Croatia",4
84,"Amsterdam, Netherlands",5
84,"Kitzbuel, Austria",3
84,"Hartwell, Georgia",3
84,"Honolulu, Hawaii",5
84,"Watch Hill, Rhode Island",4
84,"New Delhi, India",5
84,"Las Vegas, Nevada",4
84,"Kathmandu, Nepal",3
84,"Sun Valley, Idaho",3
84,"Jackson Hole, Wyoming",4
84,"Albuquerque, New Mexico",2
84,"Kilimanjaro, Tanzania",3
84,"Nairobi, Kenya",4
84,"Washington D.C., U.S.",4
84,"San Antonio, Texas",3
84,"Brussels, Belgium",4
84,"Osa Peninsula, Costa Rica",4
84,"Red Frog Beach, Panama",3
84,"Ubud, Indonesia",3
84,"Buenos Aires, Argentina",4
84,"Belgrade, Serbia",3
84,"Bratislava, Slovakia",4
85,"Aspen, Colorado",4
85,"New York City, New York",2
85,"New Orleans, Louisiana",3
85,"Cabo San Lucas, Mexico",5
85,"Destin, Florida",4
85,"Belize City, Belize",3
85,"Chicago, Illinois",4
85,"Houston, Texas",1
85,"Austin, Texas",5
85,"Gulf Shores, Alabama",5
85,"Orlando, Florida",4
85,"Denver, Colorado",3
85,"San Diego, California",2
85,"Los Angeles, California",4
85,"Lake Tahoe, California",4
85,"Las Vegas, Nevada",4
85,"San Antonio, Texas",3
86,"New York City, New York",5
86,"Orlando, Florida",3
86,"Seoul, South Korea",5
86,"Toronto, Canada",4
86,"Los Angeles, California",5
86,"Boston, Massachusetts",5
86,"San Francisco, California",4
86,"Saigon, Vietnam",4
86,"Las Vegas, Nevada",3
86,"Washington D.C., U.S.",3
87,"Harbour Island, Bahamas",4
87,"Telluride, Colorado",5
87,"Aspen, Colorado",4
87,"New York City, New York",4
87,"New Orleans, Louisiana",5
87,"Cabo San Lucas, Mexico",1
87,"Destin, Florida",3
87,"Belize City, Belize",4
87,"Cayman, Cayman Islands",3
87,"Punta Cana, Domican Republic",3
87,"Turks and Caicos, Turks and Caicos",4
87,"Chicago, Illinois",3
87,"Houston, Texas",5
87,"Cape Town, South Africa",2
87,"Paris, France",1
87,"Nice, France",1
87,"Austin, Texas",5
87,"London, UK",1
87,"Gulf Shores, Alabama",3
87,"Jackson, Mississippi",1
87,"Orlando, Florida",1
87,"Geneva, Switzerland",5
87,"Dublin, Ireland",5
87,"Lexington, Kentucky",4
87,"Seoul, South Korea",3
87,"Vancouver, Canada",2
87,"Toronto, Canada",4
87,"Macau, China",3
87,"Lisbon, Portugal",3
87,"Rome, Italy",4
87,"Berlin, Germany",3
87,"Madrid, Spain",3
87,"Florence, Italy",2
87,"Milwaukee, Wisconsin",4
87,"Omaha, Nebraska",4
87,"Denver, Colorado",5
87,"San Diego, California",5
87,"Barcelona, Spain",3
87,"San Juan, Puerto Rico",4
87,"Athens, Greece",4
87,"St. John, Virgin Islands",4
87,"Miami, Florida",2
87,"Ogunquit, Maine",3
87,"Ocean City, Maryland",4
87,"Los Angeles, California",4
87,"Lake Tahoe, California",3
87,"Tokyo, Japan",4
87,"Copenhagen, Denmark",4
87,"Detroit, Michigan",3
87,"Phoenix, Arizona",3
87,"Boston, Massachusetts",4
87,"Lima, Peru",3
87,"Havana, Cuba",4
87,"San Francisco, California",4
87,"Istanbul, Turkey",4
87,"Rehobeth, Delaware",4
87,"Tulum, Mexico",4
87,"Durham, North Carolina",4
87,"St. Louis, Missouri",3
87,"Charlotte, North Carolina",4
87,"Key West, Florida",4
87,"Saigon, Vietnam",4
87,"Nashville, Tennessee",4
87,"Woodbury, Connecticut",4
87,"El Paso, Texas",4
87,"Seattle, Washington",5
87,"Dubrovnik, Croatia",4
87,"Amsterdam, Netherlands",4
87,"Kitzbuel, Austria",3
87,"Hartwell, Georgia",3
87,"Honolulu, Hawaii",4
87,"Watch Hill, Rhode Island",4
87,"New Delhi, India",4
87,"Las Vegas, Nevada",4
87,"Kathmandu, Nepal",3
87,"Sun Valley, Idaho",3
87,"Jackson Hole, Wyoming",3
87,"Albuquerque, New Mexico",3
87,"Kilimanjaro, Tanzania",3
87,"Nairobi, Kenya",4
87,"Washington D.C., U.S.",3
87,"San Antonio, Texas",4
87,"Brussels, Belgium",3
87,"Osa Peninsula, Costa Rica",3
87,"Red Frog Beach, Panama",3
87,"Ubud, Indonesia",3
87,"Buenos Aires, Argentina",3
87,"Belgrade, Serbia",3
87,"Bratislava, Slovakia",2
88,"Houston, Texas",1
88,"Austin, Texas",5
88,"Gulf Shores, Alabama",4
88,"Orlando, Florida",3
88,"Toronto, Canada",5
88,"Denver, Colorado",4
88,"Washington D.C., U.S.",3
88,"San Antonio, Texas",3
89,"New York City, New York",4
89,"New Orleans, Louisiana",3
89,"Belize City, Belize",4
89,"Cayman, Cayman Islands",4
89,"Turks and Caicos, Turks and Caicos",4
89,"Chicago, Illinois",4
89,"Houston, Texas",3
89,"Cape Town, South Africa",5
89,"Gulf Shores, Alabama",4
89,"Orlando, Florida",3
89,"Lexington, Kentucky",4
89,"Ocean City, Maryland",3
89,"San Francisco, California",3
89,"Rehobeth, Delaware",3
89,"Amsterdam, Netherlands",3
89,"Honolulu, Hawaii",4
89,"Watch Hill, Rhode Island",4
89,"Washington D.C., U.S.",4
90,"Harbour Island, Bahamas",5
90,"Telluride, Colorado",5
90,"Aspen, Colorado",5
90,"New York City, New York",5
90,"New Orleans, Louisiana",5
90,"Cabo San Lucas, Mexico",5
90,"Destin, Florida",5
90,"Belize City, Belize",5
90,"Cayman, Cayman Islands",5
90,"Punta Cana, Domican Republic",5
90,"Turks and Caicos, Turks and Caicos",5
90,"Chicago, Illinois",5
90,"Houston, Texas",5
90,"Cape Town, South Africa",5
90,"Paris, France",5
90,"Nice, France",5
90,"Austin, Texas",5
90,"London, UK",5
90,"Gulf Shores, Alabama",5
90,"Jackson, Mississippi",5
90,"Orlando, Florida",5
90,"Geneva, Switzerland",5
90,"Dublin, Ireland",5
90,"Lexington, Kentucky",5
90,"Seoul, South Korea",5
90,"Vancouver, Canada",5
90,"Toronto, Canada",5
90,"Macau, China",5
90,"Lisbon, Portugal",5
90,"Rome, Italy",5
90,"Berlin, Germany",5
90,"Madrid, Spain",5
90,"Florence, Italy",5
90,"Milwaukee, Wisconsin",5
90,"Omaha, Nebraska",5
90,"Denver, Colorado",5
90,"San Diego, California",5
90,"Barcelona, Spain",5
90,"San Juan, Puerto Rico",5
91,"Harbour Island, Bahamas",4
91,"Telluride, Colorado",3
91,"Aspen, Colorado",3
91,"New York City, New York",5
91,"New Orleans, Louisiana",3
91,"Cabo San Lucas, Mexico",2
91,"Destin, Florida",3
91,"Belize City, Belize",4
91,"Cayman, Cayman Islands",3
91,"Punta Cana, Domican Republic",3
91,"Turks and Caicos, Turks and Caicos",2
91,"Chicago, Illinois",2
91,"Houston, Texas",4
91,"Cape Town, South Africa",4
91,"Paris, France",3
91,"Nice, France",4
91,"Austin, Texas",3
91,"Seoul, South Korea",4
91,"Vancouver, Canada",4
91,"Toronto, Canada",5
91,"Lisbon, Portugal",5
91,"Bratislava, Slovakia",1
92,"New York City, New York",3
92,"Destin, Florida",5
92,"Turks and Caicos, Turks and Caicos",5
92,"Houston, Texas",4
92,"Paris, France",4
92,"Austin, Texas",5
92,"Orlando, Florida",4
92,"Rome, Italy",4
92,"Florence, Italy",5
92,"Denver, Colorado",4
92,"San Diego, California",3
92,"Copenhagen, Denmark",4
92,"Seattle, Washington",4
92,"Amsterdam, Netherlands",5
92,"Albuquerque, New Mexico",3
92,"San Antonio, Texas",4
93,"New York City, New York",4
93,"Cayman, Cayman Islands",3
93,"Paris, France",4
93,"London, UK",4
93,"Phoenix, Arizona",4
93,"Key West, Florida",5
93,"Washington D.C., U.S.",5
